,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornamental Winners,Agricultural Winners,Nitrogen-fixer?,family,Generic Epithet,Specific Hybrid Symbol,Specific Epithet,Section,Botanic,Infraspecific rank,Infraspecific Epithet,Cultivar Epithet,comm_ful,Conservation Status,Native range,"Habit (tree, shrub, vine)",# stems,Growth rate,Lifespan,Max Height (ft),Max Spread (ft),Leaf persistence,HABITAT,Wetland indicator,Light exposure,Soil preferences,Propagation,Root type/depth,Container Type,Transplant Time,Time to prune,Insect Pests,Disease,pH min,pH max,USDA Hardiness Zone,Salt Tolerance,Drought tolerance,Heat tolerance,"Flood Tolerance intolerant, tolerant, medium (10-30% season)",Leaf color,Fall color,flower color,Bloom time,Fruit color,Bark features,Thorns?,Fruit type,CTLA Species rating,Edible?,Wildlife value,"wildlife habitat uses            DB = high value deer browse
WB = wildlife browse
WM = wildlife mast (fruit, nut, seed)
WC = wildlife cover
",wildlife specific uses,Uses,Umass treecount
,,,,malus,,sp.,,malus sp.,,,redjade,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,,,,,,,
,,,,malus,,sp.,,malus sp.,,,redsilver,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,,,,,,,
,,,,malus,,spectabilis,,malus spectabilis,,,japonica,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,Resistance to verticillium wilt,,,,,,,,
,,,,,,,,Malus spectabilis,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus sylvestris,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus sylvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus toringoides,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus toringoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus x robusta 'Erecta',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus x soulardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus x soulardii,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus yunnanensis var. veitchii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malus yunnanensis var. veitchii,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mentha ×piperita L. (pro sp.) [aquatica × spicata],,,,,,,,,,,,,,,"OBL (Caribbean), FACW (Alaska), FACW (Arid West), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont), FACW (Great Plains), FACW (Western Mountains, Valleys, and Coast), OBL (Midwest), OBL (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mentha ×villosa Huds. (pro sp.) [spicata × suaveolens],,,,,,,,,,,,,,,"FAC (Northcentral & Northeast), OBL (Western Mountains, Valleys, and Coast), OBL (Atlantic and Gulf Coastal Plain), OBL (Eastern Mountains and Piedmont), OBL (Midwest), OBL (Hawaii), OBL (Caribbean), FACW (Arid West)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Menziesia pilosa,,,,,,,,,,,,,,,,sun,,,,solid/airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mespilus germanica,,,,,,,,,,,,,,,,shade,,,,solid/airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Monarda punctata L.,,,,,,,,,,,,,,,"UPL (Eastern Mountains and Piedmont), UPL (Great Plains), UPL (Midwest), UPL (Northcentral & Northeast), UPL (Western Mountains, Valleys, and Coast), UPL (Arid West), FACU (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Morella pensylvanica (Mirb.) Kartesz,,,,,,,,,,,,,,,"FAC (Northcentral & Northeast), FAC (Atlantic and Gulf Coastal Plain), FAC (Eastern Mountains and Piedmont), FAC (Midwest)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Myrica gale L.,,,,,,,,,,,,,,,"OBL (Northcentral & Northeast), OBL (Western Mountains, Valleys, and Coast), OBL (Alaska), OBL (Atlantic and Gulf Coastal Plain), OBL (Eastern Mountains and Piedmont), OBL (Great Plains), OBL (Midwest)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Myrica pensylvanica - Bayberry,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Myrica pensylvanica - Bayberry,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Myrica pensylvanica - Bayberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attractive to birds,,
,,,,,,,,Nyssa biflora Walter,,,,,,,,,,,,,,,"FACW (Eastern Mountains and Piedmont), OBL (Great Plains), OBL (Northcentral & Northeast), OBL (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyssa sylvatica - Tupelo,,common in wetlands,,,,,,,,,,,,common in wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyssa sylvatica - Tupelo,,common in moist soils,,,,,,,,,,,,common in moist soils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyssa sylvatica Marshall,,,,,,,,,,,,,,,"FAC (Atlantic and Gulf Coastal Plain), FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FAC (Midwest), FAC (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,origanum,,vulgare,,origanum vulgare,var.,hirtum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Osmunda cinnamomea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ostrya carpinifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ostrya virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ostrya virginiana - Ironwood,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Ostrya virginiana - Ironwood,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ostrya virginiana (Mill.) K. Koch,,,,,,,,,,,,,,,"FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oxydendrum arboreum,,,,,,,,,,,,,,,,sun,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oxydendrum arboreum - Sourwood,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oxydendrum arboreum (L.) DC.,,,,,,,,,,,,,,,"UPL (Eastern Mountains and Piedmont), FACU (Atlantic and Gulf Coastal Plain), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,pandanus,,tectorius,,pandanus tectorius,,,veitchii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Parrotia persica,,,,,,,,,,,,,,,,sun,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Parrotia persica,,,,,,,,,,,,,,,,sun,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Parrotia persica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Parrotia subaequalis,,,,,,,,,,,,,,,,sun,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Parrotia subaequalis,,,,,,,,,,,,,,,,sun,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Philadelphus lewisii,,,,,,,,,,,,,,,,sun,,,,solid/airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Philadelphus lewisii,,,,,,,,,,,,,,,,sun,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Physocarpus,,opulifolius,,Physocarpus  opulifolius,,,,,,,,,,,,,,"dry rocky woodlands, fens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Physocarpus opulifolius,,,,,,,,,,,,,,,,sun,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Physocarpus opulifolius,,,,,,,,,,,,,,"dry rocky woodlands, fens",,,,,,mix,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Physocarpus opulifolius - Eastern ninebark,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Physocarpus opulifolius - Eastern ninebark,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Picea glauca - White spruce,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pieris floribunda - Mt. pieris,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pieris floribunda - Mt. pieris,,,,,,,,,,,,,,,,shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pieris floribunda - Mt. pieris,,common in moist soils,,,,,,,,,,,,common in moist soils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pinus banksiana - Jack pine,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Pinus banksiana - Jack pine,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pinus resinosa - Red pine,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pinus rigida - Pitch pine,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Pinus strobus - White pine,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Platanus occidentalis,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Platanus occidentalis L.,,,,,,,,,,,,,,,"FAC (Great Plains), FAC (Arid West), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont), FACW (Midwest), FACW (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Platanus orientalis,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Platycarya strobilacea,,,,,,,,,,,,,,,,sun,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Platycarya strobilacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,polygonatum,,biflorum,,polygonatum biflorum,var.,commutatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Populus deltoides W. Bartram ex Marshall,,,,,,,,,,,,,,,"FAC (Western Mountains, Valleys, and Coast), FAC (Arid West), FAC (Atlantic and Gulf Coastal Plain), FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FAC (Midwest), FAC (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Populus grandidentata Michx.,,,,,,,,,,,,,,,"FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Populus tremuloides Michx.,,,,,,,,,,,,,,,"FAC (Northcentral & Northeast / Northcentral Great Lakes), FAC (Atlantic and Gulf Coastal Plain), FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FAC (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast), FACU (Alaska), FACU (Arid West)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,potentilla,,species,,potentilla species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Prunus,,maritima,,Prunus  maritima,,,,,,,,,,,,,,coastal dunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus americana,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus mahaleb,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima,,,,,,,,,,,,,,coastal dunes,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima - Beach plum,,,,,,,,,,,,,,droughty soil,,sun,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima - Beach plum,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus maritima - Beach plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attractive to birds,,
,,,,,,,,Prunus serotina - Black cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attractive to birds,,
,,,,,,,,Prunus serotina Ehrh.,,,,,,,,,,,,,,,"FACU (Western Mountains, Valleys, and Coast), FACU (Arid West), FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus serrulata 'Gyoiko',,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,prunus,,virginiana,,prunus virginiana,,,canadared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,prunus,,virginiana,,prunus virginiana,,,schubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus x juddii,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prunus x juddii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pseudotsuga menziesii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pseudotsuga menziesii (Mirb.) Franco,,,,,,,,,,,,,,,"FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast), FACU (Arid West), FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ptelea trifoliata - Hoptree,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ptelea trifoliata - Hoptree,,,,,,,,,,,,,,,,shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ptelea trifoliata L.,,,,,,,,,,,,,,,"UPL (Western Mountains, Valleys, and Coast), UPL (Arid West), FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FACU (Atlantic and Gulf Coastal Plain), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pterocarya hupehensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pterocarya macroptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pterocarya macroptera,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pterocarya macroptera,,,,,,,,,,,,,,,,,,,,,spring ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyracantha coccinea,,,,,,,,,,,,,,,,shade,,,,airpot,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyrus caucasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyrus caucasica,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyrus sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyrus sp.,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pyrus ussuriensis var. hondoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,quercus,,,,quercus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quercus,,falcata,,Quercus  falcata,,,,,,,,,,,,,,"dry, uplands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus alba L.,,,,,,,,,,,,,,,"FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast), FACU (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus bicolor - Swamp white oak,,common in wetlands,,,,,,,,,,,,common in wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,,"FACW (Midwest), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,quercus,,dentata,,quercus dentata,,,pinnatifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus falcata,,,,,,,,,,,,,,"dry, uplands",,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus falcata Michx.,,,,,,,,,,,,,,,"FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus imbricaria,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus imbricaria Michx.,,,,,,,,,,,,,,,"FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FAC (Atlantic and Gulf Coastal Plain), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus laurifolia Michx.,,,,,,,,,,,,,,,"FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont), FACW (Great Plains), FACW (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,,"FAC (Arid West), FAC (Eastern Mountains and Piedmont), FAC (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast), FACU (Great Plains), FACU (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus michauxii Nutt.,,,,,,,,,,,,,,,"FAC (Atlantic and Gulf Coastal Plain / Western Gulf Coast), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont), FACW (Great Plains), FACW (Midwest)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus montana Willd.,,,,,,,,,,,,,,,"UPL (Northcentral & Northeast), UPL (Atlantic and Gulf Coastal Plain), UPL (Eastern Mountains and Piedmont), FACU (Midwest)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus muehlenbergii Engelm.,,,,,,,,,,,,,,,"FAC (Great Plains), FAC (Arid West), UPL (Atlantic and Gulf Coastal Plain), UPL (Eastern Mountains and Piedmont), FACU (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus pagoda Raf.,,,,,,,,,,,,,,,"FAC (Great Plains), FACW (Midwest), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus palustris Münchh.,,,,,,,,,,,,,,,"FAC (Great Plains), FACW (Midwest), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus petraea ssp. iberica,,,,,,,,,,,,,,uplands,,,,,,air,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quercus petraea ssp. iberica,,petraea,,Quercus petraea ssp. iberica petraea,,,,,,,,,,,,,,uplands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus phellos L.,,,,,,,,,,,,,,,"FAC (Eastern Mountains and Piedmont), FACW (Great Plains), FACW (Midwest), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus prinoides Willd.,,,,,,,,,,,,,,,"UPL (Atlantic and Gulf Coastal Plain), UPL (Eastern Mountains and Piedmont), UPL (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus robur ssp. imeretina,,,,,,,,,,,,,,,,,,,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus rubra L.,,,,,,,,,,,,,,,"FACU (Arid West), FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast), FACU (Western Mountains, Valleys, and Coast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus shumardii Buckley,,,,,,,,,,,,,,,"FAC (Atlantic and Gulf Coastal Plain), FAC (Eastern Mountains and Piedmont), FAC (Great Plains), FACW (Midwest), FACW (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Quercus spp.- Oak, various species",,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Quercus stellata Wangenh.,,,,,,,,,,,,,,,"UPL (Atlantic and Gulf Coastal Plain), UPL (Eastern Mountains and Piedmont), FACU (Great Plains), FACU (Midwest), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,quercus,x,warei,,quercus warei,,,kindredspirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rhododendron,,prinophyllum,,Rhododendron  prinophyllum,,,,,,,,,,,,,,damp thickets,,,,,,,,,,,4.5,5.5,,,,,,,,,,,,,,,,,,,,
,,,,Rhododendron,,prunifolium,,Rhododendron  prunifolium,,,,,,,,,,,,,,stream banks,,,,,,,,,,,4.5,5.5,,,,,,,,,,,,,,,,,,,,
,,,,Rhododendron,,vaseyi,,Rhododendron  vaseyi,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,,,,,,,,,,,,,,,,,,,,
,,,,Rhododendron aff. viscosum,,,,Rhododendron aff. viscosum,,,,,,,,,,,,,,"swamps, bogs, stream margins",,,,,,,,,,,4.5,5.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron aff. viscosum,,,,,,,,,,,,,,"swamps, bogs, stream margins",,,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron arborescens - Sweet azalea,,,,,,,,,,,,,,,,shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron arborescens (Pursh) Torr.,,,,,,,,,,,,,,,"FAC (Eastern Mountains and Piedmont), FAC (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron calendulaceum,,,,,,,,,,,,,,,,shade,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron calendulaceum - Flame azalea,,,,,,,,,,,,,,well-drained soil,,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron calendulaceum - Flame azalea,,common in moist soils,,,,,,,,,,,,common in moist soils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron canadense (L.) Torr.,,,,,,,,,,,,,,,"FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont), FACW (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron canescens,,,,,,,,,,,,,,,,shade,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron canescens (Michx.) Sweet,,,,,,,,,,,,,,,"FACW (Great Plains), FACW (Midwest), FACW (Northcentral & Northeast), FACW (Atlantic and Gulf Coastal Plain), FACW (Eastern Mountains and Piedmont)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rhododendron,,catawbiense,,rhododendron catawbiense,,,roseumelegans,,,,,,,,,,,,,,,,,,,,,,4.5,7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rhododendron catawbiense Michx.,,,,,,,,,,,,,,,"FACU (Atlantic and Gulf Coastal Plain), FACU (Eastern Mountains and Piedmont), FACU (Northcentral & Northeast)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
