scientific_name,family,genus,growth_habit,conservation_status,catalog_source
Calliandra depauperata,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra haematocephala,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra houstoniana,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra leptopoda,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra parvifolia,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra purpurea,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra riparia,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra surinamensis,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calliandra tweediei,Fabaceae,Calliandra,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa acuminata,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa americana,Lamiaceae,Callicarpa,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa ampla,Lamiaceae,Callicarpa,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa angustifolia,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa arborea,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa candicans,Lamiaceae,Callicarpa,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa caudata,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa dolichophylla,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa erioclona,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa havilandii,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa involucrata,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa macrophylla,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa maingayi,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa nudiflora,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa pedunculata,Lamiaceae,Callicarpa,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa pentandra,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callicarpa tomentosa,Lamiaceae,Callicarpa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calligonum azel,Polygonaceae,Calligonum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callisthene fasciculata,Vochysiaceae,Callisthene,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callisthene minor,Vochysiaceae,Callisthene,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris columellaris,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris drummondii,Cupressaceae,Callitris,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris endlicheri,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris macleayana,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris neocaledonica,Cupressaceae,Callitris,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris oblonga,Cupressaceae,Callitris,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris pancheri,Cupressaceae,Callitris,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris preissii,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris rhomboidea,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris sulcata,Cupressaceae,Callitris,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitris verrucosa,Cupressaceae,Callitris,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Callitropsis nootkatensis,Cupressaceae,Callitropsis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calobota sericea,Fabaceae,Calobota,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calocedrus decurrens,Cupressaceae,Calocedrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calocedrus formosana,Cupressaceae,Calocedrus,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calocedrus macrolepis,Cupressaceae,Calocedrus,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calodendrum capense,Rutaceae,Calodendrum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Caloncoba brevipes,Achariaceae,Caloncoba,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Caloncoba echinata,Achariaceae,Caloncoba,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Caloncoba gilgiana,Achariaceae,Caloncoba,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Caloncoba glauca,Achariaceae,Caloncoba,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Caloncoba welwitschii,Achariaceae,Caloncoba,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum apetalum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum austroindicum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum bicolor,Calophyllaceae,Calophyllum,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum biflorum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum blancoi,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum bracteatum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum brasiliense,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum canum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum cerasiferum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum collinum,Calophyllaceae,Calophyllum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum costatum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum dasypodium,Calophyllaceae,Calophyllum,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum depressinervosum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum dispar,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum elegans,Calophyllaceae,Calophyllum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum euryphyllum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum ferrugineum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum goniocarpum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum gracilipes,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum hosei,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum inophyllum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum lanigerum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum laticostatum,Calophyllaceae,Calophyllum,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum leleanii,Calophyllaceae,Calophyllum,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum leucocarpum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum longifolium,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum lowei,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum macrocarpum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum membranaceum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum molle,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum moonii,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum neoebudicum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum obliquinervium,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum papuanum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum parvifolium,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum pauciflorum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum peekelii,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum pelewense,Calophyllaceae,Calophyllum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum pentapetalum,Calophyllaceae,Calophyllum,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum persimile,Calophyllaceae,Calophyllum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum polyanthum,Calophyllaceae,Calophyllum,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum pulcherrimum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum rigidum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum rubiginosum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum rufigemmatum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum savannarum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum sclerophyllum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum sil,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum soulattri,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum suberosum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum sundaicum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum tetrapterum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum teysmannii,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum thwaitesii,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum tomentosum,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum trapezifolium,Calophyllaceae,Calophyllum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum venulosum,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum vexans,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum vitiense,Calophyllaceae,Calophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calophyllum walkeri,Calophyllaceae,Calophyllum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calotropis procera,Apocynaceae,Calotropis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpocalyx aubrevillei,Fabaceae,Calpocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpocalyx brevibracteatus,Fabaceae,Calpocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpocalyx dinklagei,Fabaceae,Calpocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpocalyx heitzii,Fabaceae,Calpocalyx,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpocalyx klainei,Fabaceae,Calpocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpurnia aurea,Fabaceae,Calpurnia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calpurnia glabrata,Fabaceae,Calpurnia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycophyllum candidissimum,Rubiaceae,Calycophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycophyllum megistocaulum,Rubiaceae,Calycophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycophyllum obovatum,Rubiaceae,Calycophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycophyllum spruceanum,Rubiaceae,Calycophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycosia lageniformis,Rubiaceae,Calycosia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycosia petiolata,Rubiaceae,Calycosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calycosiphonia spathicalyx,Rubiaceae,Calycosiphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calymmanthium substerile,Cactaceae,Calymmanthium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx albertisianus,Arecaceae,Calyptrocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx amoenus,Arecaceae,Calyptrocalyx,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx awa,Arecaceae,Calyptrocalyx,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx elegans,Arecaceae,Calyptrocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx hollrungii,Arecaceae,Calyptrocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx lauterbachianus,Arecaceae,Calyptrocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx merrillianus,Arecaceae,Calyptrocalyx,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx pachystachys,Arecaceae,Calyptrocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx pauciflorus,Arecaceae,Calyptrocalyx,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx polyphyllus,Arecaceae,Calyptrocalyx,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Calyptrocalyx yamutumene,Arecaceae,Calyptrocalyx,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia caudata,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia costata,Theaceae,Camellia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia crassicolumna,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia drupifera,Theaceae,Camellia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia fangchengensis,Theaceae,Camellia,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia grandibracteata,Theaceae,Camellia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia gymnogyna,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia japonica,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia kissii,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia kwangsiensis,Theaceae,Camellia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia leptophylla,Theaceae,Camellia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia oleifera,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia pitardii,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia ptilophylla,Theaceae,Camellia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia reticulata,Theaceae,Camellia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Camellia sasanqua,Theaceae,Camellia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
